Accession,Group,Representative,Host,Species,Clade,Strain,Location,Author,Reference,Pubmed,Gene,Date
"JN880463","UNIQUE","IN TREE","Free-living","Protosiphon botryoides",""," "," ","Lewis","Unpublished"," ","rbcL","131021"
"JN880464","UNIQUE","IN TREE","Free-living","Protosiphon botryoides",""," "," ","Lewis","Unpublished"," ","rbcL","131021"
"JN880465","UNIQUE","IN TREE","Free-living","Protosiphon botryoides ",""," "," ","Lewis","Unpublished"," ","rbcL","131021"
"JN880466","UNIQUE","IN TREE","Free-living","Protosiphon botryoides",""," "," ","Lewis","Unpublished"," ","rbcL","131021"
"JQ039069","UNIQUE","IN TREE","Free-living","Dunaliella tertiolecta","","UTEX LB 999"," ","Smith","Unpublished"," ","rbcL","131021"
"JQ259860","UNIQUE","IN TREE","Free-living","Bracteacoccus aerius","","KF11"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259861","UNIQUE","IN TREE","Free-living","Bracteacoccus aerius","","KF26"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259862","UNIQUE","IN TREE","Free-living","Bracteacoccus aggregatus","","G2-3"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259863","UNIQUE","IN TREE","Free-living","Bracteacoccus ruber","","CCAP 221-7"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259864","Group 791","REDUNDANT","Free-living","Bracteacoccus bullatus","","BCP-BC4-VF2"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259865","Group 023","REDUNDANT","Free-living","Bracteacoccus bullatus","","BCP-CNP1-VF10"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259866","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","BCP-CNP1-VF16"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259867","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","BCP-CNP1-VF9"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259868","Group 023","REDUNDANT","Free-living","Bracteacoccus bullatus","","BCP-CNP1-VF18"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259869","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","BCP-CNP2-VF8"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259870","Group 023","REDUNDANT","Free-living","Bracteacoccus bullatus","","BCP-CNP3-VF20"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259871","Group 023","IN TREE","Free-living","Bracteacoccus bullatus","","BCP-CNP3-VF22"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259872","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","UTEX 345"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259873","Group 418","REDUNDANT","Free-living","Bracteacoccus bullatus","","SAG 2317"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259874","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","KF3"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259875","Group 791","IN TREE","Free-living","Bracteacoccus bullatus","","KF10"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259876","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","KF13"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259877","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","KF22"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259878","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","KF34"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259879","Group 083","REDUNDANT","Free-living","Bracteacoccus bullatus","","KF65"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259880","Group 083","IN TREE","Free-living","Bracteacoccus bullatus","","KF67"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259881","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","KF69"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259882","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","KF72"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259883","UNIQUE","IN TREE","Free-living","Bracteacoccus bullatus","","BCP-SRS2-VF19"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259884","Group 418","IN TREE","Free-living","Bracteacoccus bullatus","","CCALA 694"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259885","UNIQUE","IN TREE","Free-living","Bracteacoccus glacialis","","BCP-WJT36-VFNP6"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259886","UNIQUE","IN TREE","Free-living","Bracteacoccus minor","","KF1"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259887","Group 004","REDUNDANT","Free-living","Bracteacoccus occidentalis","","BCP-EM3-VF15"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259888","Group 004","REDUNDANT","Free-living","Bracteacoccus occidentalis","","BCP-CM1-VF13"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259889","Group 004","REDUNDANT","Free-living","Bracteacoccus occidentalis","","BCP-H1-VF12"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259890","Group 004","IN TREE","Free-living","Bracteacoccus occidentalis","","BCP-MX228-VF7"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259891","Group 004","REDUNDANT","Free-living","Bracteacoccus occidentalis","","BCP-WJT4-VFNP36B"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259892","Group 004","REDUNDANT","Free-living","Bracteacoccus occidentalis","","BCP-WJT4-VFNP41"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259893","Group 004","REDUNDANT","Free-living","Bracteacoccus occidentalis","","BCP-WJT8-VFNP11"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259894","Group 004","REDUNDANT","Free-living","Bracteacoccus occidentalis","","BCP-WJT8-VFNP19b"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259895","Group 004","REDUNDANT","Free-living","Bracteacoccus occidentalis","","BCP-WJT9A-VFNP16"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259896","UNIQUE","IN TREE","Free-living","Bracteacoccus occidentalis","","BCP-WJT9A-VFNP17"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259897","Group 004","REDUNDANT","Free-living","Bracteacoccus occidentalis","","BCP-WJT8-VFNP4"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259898","Group 367","REDUNDANT","Free-living","Bracteacoccus occidentalis","","BCP-WJT60-VFNP17"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259899","UNIQUE","IN TREE","Free-living","Bracteacoccus polaris","","KF28"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259900","UNIQUE","IN TREE","Free-living","Bracteacoccus polaris","","KF29"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259901","UNIQUE","IN TREE","Free-living","Bracteacoccus polaris","","KF30"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259902","UNIQUE","IN TREE","Free-living","Bracteacoccus polaris","","KF32"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259903","UNIQUE","IN TREE","Free-living","Bracteacoccus polaris","","KF33"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259904","UNIQUE","IN TREE","Free-living","Bracteacoccus polaris","","KF70"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259905","UNIQUE","IN TREE","Free-living","Bracteacoccus pseudominor","","BCP-MX223-VF8"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259906","Group 043","IN TREE","Free-living","Bracteacoccus pseudominor","","BCP-WJT9B-VFNP12"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259907","Group 043","REDUNDANT","Free-living","Bracteacoccus pseudominor","","BCP-WJT9-VFNP13B"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259909","UNIQUE","IN TREE","Free-living","Chlorophyceae sp.","","BCP-CC1-VF5A"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259910","UNIQUE","IN TREE","Free-living","Planktosphaeria botryoides","","UTEX LB951"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259911","UNIQUE","IN TREE","Free-living","Planktosphaeria maxima","","UTEX 1248"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259912","Group 062","IN TREE","Free-living","Follicularia texensis","","UTEX 1241"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259913","UNIQUE","IN TREE","Free-living","Radiococcus polycoccus","","SAG 217-1a"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ259914","UNIQUE","IN TREE","Free-living","Radiococcus polycoccus","","SAG 217-1b"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ315474","UNIQUE","IN TREE","Free-living","Chlorella sp.","","KMMCC 868"," ","Lee","Unpublished"," ","rbcL","131021"
"JQ394813","UNIQUE","IN TREE","Free-living","Oedocladium carolinianum",""," "," ","Tippery","Unpublished"," ","rbcL","131021"
"JQ394814","UNIQUE","IN TREE","Free-living","Ankistrodesmus falcatus",""," "," ","Tippery","Unpublished"," ","rbcL","131021"
"JQ394816","Group 062","REDUNDANT","Free-living","Follicularia texensis",""," "," ","Tippery","Unpublished"," ","rbcL","131021"
"JQ415915","UNIQUE","IN TREE","Free-living","Chlorella vulgaris","","LU18"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ415918","UNIQUE","IN TREE","Free-living","Chlorella vulgaris","","LU22"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ415919","UNIQUE","IN TREE","Free-living","Trebouxiophyceae sp.","","LU13"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ415921","UNIQUE","IN TREE","Free-living","Chlorella sorokiniana","","LU14"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ415922","Group 375","IN TREE","Free-living","Chlorella sorokiniana","","LU10"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ415924","UNIQUE","IN TREE","Free-living","Chlorella sp.","","LU8"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ415926","UNIQUE","IN TREE","Free-living","Chlorella sorokiniana","","LU5"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ669710","UNIQUE","IN TREE","Free-living","Prasiola sp.",""," "," ","Moniz","J. Phycol. (2012) In press"," ","rbcL","131021"
"JQ669712","UNIQUE","IN TREE","Free-living","Prasiola antarctica",""," "," ","Moniz","J. Phycol. (2012) In press"," ","rbcL","131021"
"JQ669713","UNIQUE","IN TREE","Free-living","Prasiola crispa",""," "," ","Moniz","J. Phycol. (2012) In press"," ","rbcL","131021"
"JQ669714","Group 749","REDUNDANT","Free-living","Prasiola crispa",""," "," ","Moniz","J. Phycol. (2012) In press"," ","rbcL","131021"
"JQ669723","UNIQUE","IN TREE","Free-living","Prasiola crispa",""," "," ","Moniz","J. Phycol. (2012) In press"," ","rbcL","131021"
"JQ669724","UNIQUE","IN TREE","Free-living","Prasiola crispa",""," "," ","Moniz","J. Phycol. (2012) In press"," ","rbcL","131021"
"JQ669726","UNIQUE","IN TREE","Free-living","Prasiola calophylla",""," "," ","Moniz","J. Phycol. (2012) In press"," ","rbcL","131021"
"JQ713930","Group 375","REDUNDANT","Free-living","Chlorella sp.","","LU28"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ713936","UNIQUE","IN TREE","Free-living","Micractinium pusillum","","LU24"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ713939","UNIQUE","IN TREE","Free-living","Trebouxiophyceae sp.","","LU17"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ717305","UNIQUE","IN TREE","Free-living","Chlorella pyrenoidosa","","LU2"," ","Chandrappa","Unpublished"," ","rbcL","131021"
"JQ867403","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Shao","Unpublished"," ","rbcL","131021"
"JQ867404","Group 142","IN TREE","Free-living","Ulva pertusa",""," "," ","Shao","Unpublished"," ","rbcL","131021"
"JQ941444","UNIQUE","IN TREE","Free-living","Bracteacoccus sp.","","KF77"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JQ963228","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963229","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963230","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963231","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963232","Group 007","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963233","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963234","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963235","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963236","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963237","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963238","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963239","Group 001","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963240","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963241","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963242","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963243","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963244","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963245","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963246","Group 007","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963247","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963248","Group 007","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963249","Group 007","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963250","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963251","Group 007","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963252","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963253","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963254","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963255","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963256","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963257","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963258","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963259","Group 007","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963260","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963261","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963262","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963263","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963264","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963265","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963266","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963267","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963268","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963269","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963270","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963271","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963272","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JQ963273","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Wang","Unpublished"," ","rbcL","131021"
"JX018186","UNIQUE","IN TREE","Free-living","Ecballocystis hubeiensis",""," "," ","Xia","Unpublished"," ","rbcL","131021"
"JX018187","UNIQUE","IN TREE","Free-living","Ecballocystopsis dichotomus",""," "," ","Xia","Unpublished"," ","rbcL","131021"
"JX262421","UNIQUE","IN TREE","Free-living","Ulva pertusa",""," "," ","Hughey","Submitted (30-JUN-2012) Mathematics and Sciences, Hartnell College, 411 Central Ave., Salinas, CA 93901, USA"," ","rbcL","131021"
"JX262422","Group 022","REDUNDANT","Free-living","Ulva pertusa",""," "," ","Hughey","Submitted (30-JUN-2012) Mathematics and Sciences, Hartnell College, 411 Central Ave., Salinas, CA 93901, USA"," ","rbcL","131021"
"JX262423","Group 022","REDUNDANT","Free-living","Ulva pertusa",""," "," ","Hughey","Submitted (30-JUN-2012) Mathematics and Sciences, Hartnell College, 411 Central Ave., Salinas, CA 93901, USA"," ","rbcL","131021"
"JX262424","Group 022","IN TREE","Free-living","Ulva pertusa",""," "," ","Hughey","Submitted (30-JUN-2012) Mathematics and Sciences, Hartnell College, 411 Central Ave., Salinas, CA 93901, USA"," ","rbcL","131021"
"JX262425","Group 022","REDUNDANT","Free-living","Ulva pertusa",""," "," ","Hughey","Submitted (30-JUN-2012) Mathematics and Sciences, Hartnell College, 411 Central Ave., Salinas, CA 93901, USA"," ","rbcL","131021"
"JX262426","Group 021","IN TREE","Free-living","Ulva clathratioides",""," "," ","Hughey","Submitted (30-JUN-2012) Mathematics and Sciences, Hartnell College, 411 Central Ave., Salinas, CA 93901, USA"," ","rbcL","131021"
"JX262427","Group 021","REDUNDANT","Free-living","Ulva clathratioides",""," "," ","Hughey","Submitted (30-JUN-2012) Mathematics and Sciences, Hartnell College, 411 Central Ave., Salinas, CA 93901, USA"," ","rbcL","131021"
"JX262428","Group 021","REDUNDANT","Free-living","Ulva clathratioides",""," "," ","Hughey","Submitted (30-JUN-2012) Mathematics and Sciences, Hartnell College, 411 Central Ave., Salinas, CA 93901, USA"," ","rbcL","131021"
"JX262429","Group 021","REDUNDANT","Free-living","Ulva clathratioides",""," "," ","Hughey","Submitted (30-JUN-2012) Mathematics and Sciences, Hartnell College, 411 Central Ave., Salinas, CA 93901, USA"," ","rbcL","131021"
"JX841225","UNIQUE","IN TREE","Free-living","Chlamydomonas sp.",""," "," ","Kim","Unpublished"," ","rbcL","131021"
"KC149893","UNIQUE","IN TREE","Free-living","Dunaliella sp.",""," "," ","Hejazi","Unpublished"," ","rbcL","131021"
"KC661379","UNIQUE","IN TREE","Free-living","Ulva compressa",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"KC661381","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"KC661382","UNIQUE","IN TREE","Free-living","Ulva rigida",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"KC661392","UNIQUE","IN TREE","Free-living","Ulva intestinalis",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"KC661395","UNIQUE","IN TREE","Free-living","Ulva rigida",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"KC661398","UNIQUE","IN TREE","Free-living","Ulva linza",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"KC661399","UNIQUE","IN TREE","Free-living","Ulva taeniata",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"KC661462","UNIQUE","IN TREE","Free-living","Ulva reticulata ",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"KC661463","UNIQUE","IN TREE","Free-living","Ulva reticulata ",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"KC661464","UNIQUE","IN TREE","Free-living","Ulva reticulata ",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"KC810312","UNIQUE","IN TREE","Free-living","Chlorella minutissima","","LUCC 016"," ","Balakrishnan","Unpublished"," ","rbcL","131021"
"KC810313","UNIQUE","IN TREE","Free-living","Chlorella pyrenoidosa","","LUCC 017"," ","Balakrishnan","Unpublished"," ","rbcL","131021"
